,matchday,date,home_team,final_result,away_team
8005,21,1973-02-10,Eintracht Frankfurt,2-1,Fortuna Düsseldorf
8006,21,1973-02-10,Bor. Mönchengladbach,6-2,1. FC Kaiserslautern
8007,21,1973-02-10,Wuppertaler SV,4-3,Kickers Offenbach
8008,21,1973-02-10,FC Schalke 04,2-0,VfL Bochum
8009,22,1973-02-17,Rot-Weiß Oberhausen,2-1,Hertha BSC
8010,22,1973-02-17,Werder Bremen,4-2,Eintracht Braunschweig
8011,22,1973-02-17,Hannover 96,3-3,MSV Duisburg
8012,22,1973-02-17,1. FC Kaiserslautern,2-1,VfB Stuttgart
8013,22,1973-02-17,VfL Bochum,2-1,Eintracht Frankfurt
8014,22,1973-02-17,Kickers Offenbach,2-0,FC Schalke 04
8015,22,1973-02-17,Bayern München,4-1,Wuppertaler SV
8016,22,1973-02-17,Fortuna Düsseldorf,1-3,Bor. Mönchengladbach
8017,22,1973-02-17,1. FC Köln,2-1,Hamburger SV
8018,23,1973-02-23,MSV Duisburg,3-4,1. FC Kaiserslautern
8019,23,1973-02-23,Bor. Mönchengladbach,6-0,VfL Bochum
8020,23,1973-02-24,VfB Stuttgart,2-2,Fortuna Düsseldorf
8021,23,1973-02-24,Eintracht Frankfurt,0-3,Kickers Offenbach
8022,23,1973-02-24,Hamburger SV,2-0,Hannover 96
8023,23,1973-02-24,FC Schalke 04,1-1,Bayern München
8024,23,1973-02-24,Wuppertaler SV,3-1,Rot-Weiß Oberhausen
8025,23,1973-02-24,Hertha BSC,2-1,Werder Bremen
8026,23,1973-02-24,Eintracht Braunschweig,2-0,1. FC Köln
8027,24,1973-03-09,1. FC Kaiserslautern,2-2,Hamburger SV
8028,24,1973-03-10,Rot-Weiß Oberhausen,2-1,FC Schalke 04
8029,24,1973-03-10,Eintracht Braunschweig,2-1,Hertha BSC
8030,24,1973-03-10,Werder Bremen,0-1,Wuppertaler SV
8031,24,1973-03-10,1. FC Köln,3-3,Hannover 96
8032,24,1973-03-10,Bayern München,3-1,Eintracht Frankfurt
8033,24,1973-03-10,Fortuna Düsseldorf,2-1,MSV Duisburg
8034,24,1973-03-10,VfL Bochum,3-1,VfB Stuttgart
8035,24,1973-03-10,Kickers Offenbach,2-1,Bor. Mönchengladbach
8036,25,1973-03-17,Hannover 96,2-3,1. FC Kaiserslautern
8037,25,1973-03-17,Hertha BSC,1-1,1. FC Köln
8038,25,1973-03-17,Hamburger SV,2-1,Fortuna Düsseldorf
8039,25,1973-03-17,Wuppertaler SV,2-1,Eintracht Braunschweig
8040,25,1973-03-17,VfB Stuttgart,4-2,Kickers Offenbach
8041,25,1973-03-17,Eintracht Frankfurt,2-1,Rot-Weiß Oberhausen
8042,25,1973-03-17,Bor. Mönchengladbach,0-3,Bayern München
8043,25,1973-03-17,MSV Duisburg,0-1,VfL Bochum
8044,25,1973-03-17,FC Schalke 04,1-2,Werder Bremen
8045,21,1973-03-20,Werder Bremen,2-1,1. FC Köln
8046,26,1973-03-24,VfL Bochum,3-3,Hamburger SV
8047,26,1973-03-24,Bayern München,5-1,VfB Stuttgart
8048,26,1973-03-24,Hertha BSC,0-1,Wuppertaler SV
8049,26,1973-03-24,Kickers Offenbach,4-1,MSV Duisburg
8050,26,1973-03-24,1. FC Köln,2-0,1. FC Kaiserslautern
8051,26,1973-03-24,Rot-Weiß Oberhausen,1-3,Bor. Mönchengladbach
8052,26,1973-03-24,Fortuna Düsseldorf,0-1,Hannover 96
8053,26,1973-03-24,Eintracht Braunschweig,1-1,FC Schalke 04
8054,26,1973-03-24,Werder Bremen,2-0,Eintracht Frankfurt
8055,27,1973-03-31,Bor. Mönchengladbach,3-1,Werder Bremen
8056,27,1973-03-31,FC Schalke 04,1-1,Hertha BSC
8057,27,1973-03-31,Eintracht Frankfurt,1-0,Eintracht Braunschweig
8058,27,1973-03-31,Hannover 96,1-1,VfL Bochum
8059,27,1973-03-31,VfB Stuttgart,3-0,Rot-Weiß Oberhausen
8060,27,1973-03-31,Hamburger SV,1-0,Kickers Offenbach
8061,27,1973-03-31,1. FC Kaiserslautern,1-1,Fortuna Düsseldorf
8062,27,1973-03-31,MSV Duisburg,2-0,Bayern München
8063,27,1973-03-31,Wuppertaler SV,2-2,1. FC Köln
8064,28,1973-04-06,Kickers Offenbach,2-1,Hannover 96
8065,28,1973-04-06,VfL Bochum,3-0,1. FC Kaiserslautern
8066,28,1973-04-06,Eintracht Braunschweig,0-0,Bor. Mönchengladbach
8067,28,1973-04-07,Werder Bremen,0-2,VfB Stuttgart
8068,28,1973-04-07,Bayern München,1-0,Hamburger SV
8069,28,1973-04-07,Rot-Weiß Oberhausen,4-0,MSV Duisburg
8070,28,1973-04-07,1. FC Köln,1-0,Fortuna Düsseldorf
8071,28,1973-04-07,Hertha BSC,3-1,Eintracht Frankfurt
8072,28,1973-04-07,Wuppertaler SV,4-1,FC Schalke 04
8073,19,1973-04-13,Eintracht Frankfurt,2-0,Hannover 96
8074,19,1973-04-14,Wuppertaler SV,1-1,Fortuna Düsseldorf
8075,19,1973-04-21,Hertha BSC,2-0,VfL Bochum
8076,29,1973-04-27,MSV Duisburg,1-2,Werder Bremen
8077,29,1973-04-27,VfB Stuttgart,4-0,Eintracht Braunschweig
8078,29,1973-04-27,1. FC Kaiserslautern,3-1,Kickers Offenbach
8079,29,1973-04-28,Hannover 96,1-3,Bayern München
8080,29,1973-04-28,Eintracht Frankfurt,2-1,Wuppertaler SV
8081,29,1973-04-28,Hamburger SV,6-0,Rot-Weiß Oberhausen
8082,29,1973-04-28,Fortuna Düsseldorf,1-1,VfL Bochum
8083,29,1973-04-28,Bor. Mönchengladbach,2-2,Hertha BSC
8084,30,1973-05-04,1. FC Köln,2-1,VfL Bochum
8085,30,1973-05-04,Eintracht Braunschweig,1-1,MSV Duisburg
8086,30,1973-05-05,Hertha BSC,5-1,VfB Stuttgart
8087,30,1973-05-05,Kickers Offenbach,1-1,Fortuna Düsseldorf
8088,30,1973-05-05,Werder Bremen,1-4,Hamburger SV
8089,30,1973-05-05,Rot-Weiß Oberhausen,1-0,Hannover 96
8090,30,1973-05-05,Wuppertaler SV,0-5,Bor. Mönchengladbach
8091,30,1973-05-05,Bayern München,6-0,1. FC Kaiserslautern
8092,30,1973-05-05,FC Schalke 04,3-2,Eintracht Frankfurt
8093,31,1973-05-19,1. FC Kaiserslautern,6-2,Rot-Weiß Oberhausen
8094,31,1973-05-19,Fortuna Düsseldorf,0-0,Bayern München
8095,31,1973-05-19,Eintracht Frankfurt,5-0,1. FC Köln
8096,31,1973-05-19,VfB Stuttgart,4-2,Wuppertaler SV
8097,31,1973-05-19,Hannover 96,2-2,Werder Bremen
8098,31,1973-05-19,Bor. Mönchengladbach,4-1,FC Schalke 04
8099,31,1973-05-19,Hamburger SV,1-0,Eintracht Braunschweig
8100,31,1973-05-19,MSV Duisburg,2-1,Hertha BSC
8101,31,1973-05-19,VfL Bochum,2-3,Kickers Offenbach
8102,32,1973-05-26,Rot-Weiß Oberhausen,0-3,Fortuna Düsseldorf
8103,32,1973-05-26,Hertha BSC,2-1,Hamburger SV
8104,32,1973-05-26,Werder Bremen,5-1,1. FC Kaiserslautern
8105,32,1973-05-26,Wuppertaler SV,5-0,MSV Duisburg
8106,32,1973-05-26,Eintracht Braunschweig,3-2,Hannover 96
8107,32,1973-05-26,Bor. Mönchengladbach,0-2,Eintracht Frankfurt
8108,32,1973-05-26,Kickers Offenbach,2-3,1. FC Köln
8109,32,1973-05-26,FC Schalke 04,2-0,VfB Stuttgart
8110,32,1973-05-26,Bayern München,5-1,VfL Bochum
8111,29,1973-05-28,FC Schalke 04,2-2,1. FC Köln
8112,33,1973-06-02,VfL Bochum,2-2,Rot-Weiß Oberhausen
8113,33,1973-06-02,1. FC Köln,3-1,Bor. Mönchengladbach
8114,33,1973-06-02,Kickers Offenbach,0-3,Bayern München
8115,33,1973-06-02,VfB Stuttgart,2-2,Eintracht Frankfurt
8116,33,1973-06-02,MSV Duisburg,0-1,FC Schalke 04
8117,33,1973-06-02,Hamburger SV,2-2,Wuppertaler SV
8118,33,1973-06-02,1. FC Kaiserslautern,3-0,Eintracht Braunschweig
8119,33,1973-06-02,Hannover 96,2-0,Hertha BSC
8120,33,1973-06-02,Fortuna Düsseldorf,2-1,Werder Bremen
8121,34,1973-06-09,Werder Bremen,5-2,VfL Bochum
8122,34,1973-06-09,Bor. Mönchengladbach,3-4,VfB Stuttgart
8123,34,1973-06-09,Rot-Weiß Oberhausen,2-1,Kickers Offenbach
8124,34,1973-06-09,Eintracht Frankfurt,1-3,MSV Duisburg
8125,34,1973-06-09,Hertha BSC,4-1,1. FC Kaiserslautern
8126,34,1973-06-09,FC Schalke 04,2-0,Hamburger SV
8127,34,1973-06-09,Eintracht Braunschweig,1-2,Fortuna Düsseldorf
8128,34,1973-06-09,Wuppertaler SV,0-4,Hannover 96
8129,34,1973-06-09,Bayern München,1-1,1. FC Köln
8130,1,1995-08-11,Borussia Dortmund,1-1,1. FC Kaiserslautern
8131,1,1995-08-11,VfB Stuttgart,0-0,KFC Uerdingen
8132,1,1995-08-11,Werder Bremen,1-1,Fortuna Düsseldorf
8133,1,1995-08-12,Bayern München,3-2,Hamburger SV
8134,1,1995-08-12,Eintracht Frankfurt,2-2,Karlsruher SC
8135,1,1995-08-12,1. FC Köln,0-1,FC Schalke 04
8136,1,1995-08-12,Hansa Rostock,1-2,Bayer 04 Leverkusen
8137,1,1995-08-12,FC St. Pauli,4-2,TSV 1860 München
8138,1,1995-08-13,Bor. Mönchengladbach,1-0,SC Freiburg
8139,2,1995-08-18,SC Freiburg,0-2,FC St. Pauli
8140,2,1995-08-18,Hamburger SV,3-3,Werder Bremen
8141,2,1995-08-18,FC Schalke 04,1-3,Hansa Rostock
8142,2,1995-08-19,1. FC Kaiserslautern,1-3,Bor. Mönchengladbach
8143,2,1995-08-19,Karlsruher SC,2-6,Bayern München
8144,2,1995-08-19,Bayer 04 Leverkusen,1-1,Borussia Dortmund
8145,2,1995-08-19,TSV 1860 München,1-1,VfB Stuttgart
8146,2,1995-08-19,KFC Uerdingen,1-1,Eintracht Frankfurt
8147,2,1995-08-20,Fortuna Düsseldorf,1-1,1. FC Köln
8148,3,1995-08-29,1. FC Köln,3-2,Hamburger SV
8149,3,1995-08-29,Hansa Rostock,3-2,Borussia Dortmund
8150,3,1995-08-29,Bor. Mönchengladbach,0-0,Bayer 04 Leverkusen
8151,3,1995-08-29,FC St. Pauli,1-2,1. FC Kaiserslautern
8152,3,1995-08-29,Werder Bremen,1-0,Karlsruher SC
8153,3,1995-08-30,Bayern München,2-0,KFC Uerdingen
8154,3,1995-08-30,Eintracht Frankfurt,4-2,TSV 1860 München
8155,3,1995-08-30,FC Schalke 04,1-1,Fortuna Düsseldorf
8156,3,1995-08-30,VfB Stuttgart,3-1,SC Freiburg
8157,4,1995-09-01,Borussia Dortmund,2-1,Bor. Mönchengladbach
8158,4,1995-09-01,Karlsruher SC,1-0,1. FC Köln
8159,4,1995-09-02,Fortuna Düsseldorf,2-2,Hansa Rostock
8160,4,1995-09-02,SC Freiburg,2-0,Eintracht Frankfurt
8161,4,1995-09-02,Hamburger SV,1-1,FC Schalke 04
8162,4,1995-09-02,1. FC Kaiserslautern,1-1,VfB Stuttgart
8163,4,1995-09-02,Bayer 04 Leverkusen,1-1,FC St. Pauli
8164,4,1995-09-02,TSV 1860 München,0-2,Bayern München
8165,4,1995-09-02,KFC Uerdingen,3-0,Werder Bremen
8166,5,1995-09-08,1. FC Köln,0-0,KFC Uerdingen
8167,5,1995-09-08,Werder Bremen,2-0,TSV 1860 München
8168,5,1995-09-09,Bayern München,2-0,SC Freiburg
8169,5,1995-09-09,Fortuna Düsseldorf,2-2,Hamburger SV
8170,5,1995-09-09,Eintracht Frankfurt,3-1,1. FC Kaiserslautern
8171,5,1995-09-09,Hansa Rostock,2-3,Bor. Mönchengladbach
8172,5,1995-09-09,FC Schalke 04,2-1,Karlsruher SC
8173,5,1995-09-09,FC St. Pauli,0-3,Borussia Dortmund
8174,5,1995-09-09,VfB Stuttgart,1-4,Bayer 04 Leverkusen
8175,6,1995-09-15,1. FC Kaiserslautern,2-3,Bayern München
8176,6,1995-09-15,Karlsruher SC,3-1,Fortuna Düsseldorf
8177,6,1995-09-16,Borussia Dortmund,6-3,VfB Stuttgart
8178,6,1995-09-16,SC Freiburg,0-1,Werder Bremen
8179,6,1995-09-16,Bayer 04 Leverkusen,2-0,Eintracht Frankfurt
8180,6,1995-09-16,TSV 1860 München,2-1,1. FC Köln
8181,6,1995-09-16,KFC Uerdingen,1-1,FC Schalke 04
8182,6,1995-09-17,Hamburger SV,1-1,Hansa Rostock
8183,6,1995-09-17,Bor. Mönchengladbach,2-4,FC St. Pauli
8184,7,1995-09-22,Fortuna Düsseldorf,1-0,KFC Uerdingen
8185,7,1995-09-22,Eintracht Frankfurt,3-4,Borussia Dortmund
8186,7,1995-09-23,Bayern München,1-0,Bayer 04 Leverkusen
8187,7,1995-09-23,1. FC Köln,1-1,SC Freiburg
8188,7,1995-09-23,Hamburger SV,0-0,Karlsruher SC
8189,7,1995-09-23,Hansa Rostock,2-0,FC St. Pauli
8190,7,1995-09-23,VfB Stuttgart,5-0,Bor. Mönchengladbach
8191,7,1995-09-23,Werder Bremen,1-1,1. FC Kaiserslautern
8192,7,1995-09-24,FC Schalke 04,1-1,TSV 1860 München
8193,8,1995-09-29,FC St. Pauli,1-3,VfB Stuttgart
8194,8,1995-09-29,KFC Uerdingen,1-1,Hamburger SV
8195,8,1995-09-30,SC Freiburg,1-2,FC Schalke 04
8196,8,1995-09-30,1. FC Kaiserslautern,1-1,1. FC Köln
8197,8,1995-09-30,Karlsruher SC,0-2,Hansa Rostock
8198,8,1995-09-30,Bayer 04 Leverkusen,2-2,Werder Bremen
8199,8,1995-09-30,TSV 1860 München,2-1,Fortuna Düsseldorf
8200,8,1995-10-01,Borussia Dortmund,3-1,Bayern München
8201,8,1995-10-01,Bor. Mönchengladbach,4-1,Eintracht Frankfurt
8202,9,1995-10-13,Hansa Rostock,3-3,VfB Stuttgart
8203,9,1995-10-13,FC Schalke 04,1-1,1. FC Kaiserslautern
8204,9,1995-10-14,Bayern München,1-2,Bor. Mönchengladbach
8205,9,1995-10-14,Fortuna Düsseldorf,0-0,SC Freiburg
8206,9,1995-10-14,Eintracht Frankfurt,2-2,FC St. Pauli
8207,9,1995-10-14,Hamburger SV,2-2,TSV 1860 München
8208,9,1995-10-14,Karlsruher SC,2-0,KFC Uerdingen
8209,9,1995-10-14,Werder Bremen,2-2,Borussia Dortmund
8210,9,1995-10-15,1. FC Köln,2-2,Bayer 04 Leverkusen
8211,10,1995-10-20,Bayer 04 Leverkusen,0-0,FC Schalke 04
8212,10,1995-10-20,KFC Uerdingen,1-1,Hansa Rostock
8213,10,1995-10-21,Borussia Dortmund,3-0,1. FC Köln
8214,10,1995-10-21,SC Freiburg,0-3,Hamburger SV
8215,10,1995-10-21,1. FC Kaiserslautern,2-0,Fortuna Düsseldorf
8216,10,1995-10-21,TSV 1860 München,1-1,Karlsruher SC
8217,10,1995-10-21,FC St. Pauli,0-1,Bayern München
8218,10,1995-10-21,VfB Stuttgart,3-2,Eintracht Frankfurt
8219,10,1995-10-22,Bor. Mönchengladbach,1-0,Werder Bremen
8220,11,1995-10-27,1. FC Köln,0-2,Bor. Mönchengladbach
8221,11,1995-10-27,Karlsruher SC,1-1,SC Freiburg
8222,11,1995-10-28,Bayern München,5-3,VfB Stuttgart
8223,11,1995-10-28,Fortuna Düsseldorf,1-1,Bayer 04 Leverkusen
8224,11,1995-10-28,Hamburger SV,1-0,1. FC Kaiserslautern
8225,11,1995-10-28,Hansa Rostock,1-1,Eintracht Frankfurt
8226,11,1995-10-28,FC Schalke 04,1-2,Borussia Dortmund
8227,11,1995-10-28,Werder Bremen,1-1,FC St. Pauli
8228,11,1995-10-29,KFC Uerdingen,2-0,TSV 1860 München
8229,12,1995-11-03,Bayer 04 Leverkusen,0-1,Hamburger SV
8230,12,1995-11-03,FC St. Pauli,3-3,1. FC Köln
8231,12,1995-11-04,Borussia Dortmund,3-0,Fortuna Düsseldorf
8232,12,1995-11-04,Eintracht Frankfurt,4-1,Bayern München
8233,12,1995-11-04,SC Freiburg,1-1,KFC Uerdingen
8234,12,1995-11-04,1. FC Kaiserslautern,2-2,Karlsruher SC
8235,12,1995-11-04,TSV 1860 München,1-1,Hansa Rostock
8236,12,1995-11-04,VfB Stuttgart,1-1,Werder Bremen
8237,12,1995-11-05,Bor. Mönchengladbach,4-1,FC Schalke 04
8238,13,1995-11-10,Hamburger SV,2-2,Borussia Dortmund
8239,13,1995-11-10,Hansa Rostock,0-0,Bayern München
8240,13,1995-11-10,KFC Uerdingen,1-1,1. FC Kaiserslautern
8241,13,1995-11-11,Fortuna Düsseldorf,3-2,Bor. Mönchengladbach
8242,13,1995-11-11,1. FC Köln,2-2,VfB Stuttgart
8243,13,1995-11-11,Karlsruher SC,1-4,Bayer 04 Leverkusen
8244,13,1995-11-11,TSV 1860 München,3-0,SC Freiburg
8245,13,1995-11-11,FC Schalke 04,2-0,FC St. Pauli
8246,13,1995-11-11,Werder Bremen,1-1,Eintracht Frankfurt
8247,14,1995-11-17,Bor. Mönchengladbach,1-2,Hamburger SV
8248,14,1995-11-17,FC St. Pauli,2-1,Fortuna Düsseldorf
8249,14,1995-11-18,Bayern München,2-0,Werder Bremen
8250,14,1995-11-18,Borussia Dortmund,4-1,Karlsruher SC
8251,14,1995-11-18,Eintracht Frankfurt,1-0,1. FC Köln
8252,14,1995-11-18,SC Freiburg,2-1,Hansa Rostock
8253,14,1995-11-18,1. FC Kaiserslautern,0-0,TSV 1860 München
8254,14,1995-11-18,Bayer 04 Leverkusen,2-1,KFC Uerdingen
8255,14,1995-11-19,VfB Stuttgart,2-2,FC Schalke 04
8256,15,1995-11-24,Fortuna Düsseldorf,1-2,VfB Stuttgart
8257,15,1995-11-24,Hamburger SV,1-0,FC St. Pauli
8258,15,1995-11-25,1. FC Kaiserslautern,1-2,SC Freiburg
8259,15,1995-11-25,Karlsruher SC,4-0,Bor. Mönchengladbach
8260,15,1995-11-25,TSV 1860 München,0-1,Bayer 04 Leverkusen
8261,15,1995-11-25,FC Schalke 04,2-0,Eintracht Frankfurt
8262,15,1995-11-25,KFC Uerdingen,0-2,Borussia Dortmund
8263,15,1995-11-25,Werder Bremen,0-2,Hansa Rostock
8264,15,1995-11-26,1. FC Köln,0-0,Bayern München
8265,16,1995-12-01,Borussia Dortmund,3-1,TSV 1860 München
8266,16,1995-12-01,Bayer 04 Leverkusen,0-1,SC Freiburg
8267,16,1995-12-01,Werder Bremen,0-1,1. FC Köln
8268,16,1995-12-02,Bayern München,4-0,FC Schalke 04
8269,16,1995-12-02,Eintracht Frankfurt,3-0,Fortuna Düsseldorf
8270,16,1995-12-02,Hansa Rostock,3-0,1. FC Kaiserslautern
8271,16,1995-12-02,Bor. Mönchengladbach,2-1,KFC Uerdingen
8272,16,1995-12-02,FC St. Pauli,1-1,Karlsruher SC
8273,16,1995-12-02,VfB Stuttgart,3-0,Hamburger SV
8274,17,1995-12-08,Hamburger SV,5-1,Eintracht Frankfurt
8275,17,1995-12-08,KFC Uerdingen,2-5,FC St. Pauli
8276,17,1995-12-09,Fortuna Düsseldorf,0-2,Bayern München
8277,17,1995-12-09,SC Freiburg,0-1,Borussia Dortmund
8278,17,1995-12-09,1. FC Kaiserslautern,1-0,Bayer 04 Leverkusen
8279,17,1995-12-09,Karlsruher SC,1-2,VfB Stuttgart
8280,17,1995-12-09,TSV 1860 München,4-0,Bor. Mönchengladbach
8281,17,1995-12-09,FC Schalke 04,2-1,Werder Bremen
8282,17,1995-12-10,1. FC Köln,3-0,Hansa Rostock
8283,18,1996-02-09,SC Freiburg,0-0,Bor. Mönchengladbach
8284,18,1996-02-10,1. FC Kaiserslautern,1-1,Borussia Dortmund
8285,18,1996-02-10,Karlsruher SC,1-1,Eintracht Frankfurt
8286,18,1996-02-10,TSV 1860 München,2-0,FC St. Pauli
8287,18,1996-02-11,Hamburger SV,2-1,Bayern München
8288,19,1996-02-14,1. FC Köln,0-0,Fortuna Düsseldorf
8289,19,1996-02-16,Eintracht Frankfurt,1-0,KFC Uerdingen
8290,19,1996-02-17,Bayern München,1-4,Karlsruher SC
8291,19,1996-02-17,VfB Stuttgart,2-3,TSV 1860 München
8292,20,1996-02-23,1. FC Kaiserslautern,0-0,FC St. Pauli
8293,20,1996-02-23,Bayer 04 Leverkusen,0-0,Bor. Mönchengladbach
8294,20,1996-02-24,Borussia Dortmund,1-2,Hansa Rostock
8295,20,1996-02-24,Fortuna Düsseldorf,2-0,FC Schalke 04
8296,20,1996-02-24,SC Freiburg,2-1,VfB Stuttgart
8297,20,1996-02-24,Karlsruher SC,1-1,Werder Bremen
8298,20,1996-02-24,TSV 1860 München,3-1,Eintracht Frankfurt
8299,20,1996-02-25,KFC Uerdingen,1-6,Bayern München
8300,21,1996-03-01,Werder Bremen,1-0,KFC Uerdingen
8301,21,1996-03-02,Bayern München,4-2,TSV 1860 München
8302,21,1996-03-02,Eintracht Frankfurt,0-1,SC Freiburg
8303,21,1996-03-02,1. FC Köln,0-1,Karlsruher SC
8304,21,1996-03-02,Bor. Mönchengladbach,2-2,Borussia Dortmund
8305,21,1996-03-02,FC Schalke 04,3-0,Hamburger SV
8306,21,1996-03-02,VfB Stuttgart,2-0,1. FC Kaiserslautern
8307,21,1996-03-03,Hansa Rostock,0-0,Fortuna Düsseldorf
8308,18,1996-03-05,FC Schalke 04,0-0,1. FC Köln
8309,19,1996-03-05,FC St. Pauli,1-1,SC Freiburg
8310,19,1996-03-05,Werder Bremen,2-1,Hamburger SV
8311,22,1996-03-08,Hamburger SV,4-1,Fortuna Düsseldorf
8312,22,1996-03-08,Bayer 04 Leverkusen,0-0,VfB Stuttgart
8313,22,1996-03-09,Borussia Dortmund,1-0,FC St. Pauli
8314,22,1996-03-09,SC Freiburg,3-1,Bayern München
8315,22,1996-03-09,1. FC Kaiserslautern,1-1,Eintracht Frankfurt
8316,22,1996-03-09,Karlsruher SC,0-1,FC Schalke 04
8317,22,1996-03-09,TSV 1860 München,1-1,Werder Bremen
8318,22,1996-03-09,KFC Uerdingen,1-1,1. FC Köln
8319,22,1996-03-10,Bor. Mönchengladbach,3-2,Hansa Rostock
8320,18,1996-03-12,Fortuna Düsseldorf,1-1,Werder Bremen
8321,23,1996-03-15,1. FC Köln,2-0,TSV 1860 München
8322,23,1996-03-15,Werder Bremen,0-2,SC Freiburg
8323,23,1996-03-16,Bayern München,2-0,1. FC Kaiserslautern
8324,23,1996-03-16,Eintracht Frankfurt,1-1,Bayer 04 Leverkusen
8325,23,1996-03-16,FC Schalke 04,1-1,KFC Uerdingen
8326,23,1996-03-16,FC St. Pauli,0-2,Bor. Mönchengladbach
8327,23,1996-03-16,VfB Stuttgart,0-5,Borussia Dortmund
8328,23,1996-03-17,Fortuna Düsseldorf,2-0,Karlsruher SC
8329,20,1996-03-19,Hamburger SV,0-0,1. FC Köln
8330,18,1996-03-19,Bayer 04 Leverkusen,2-0,Hansa Rostock
8331,18,1996-03-19,KFC Uerdingen,3-4,VfB Stuttgart
8332,24,1996-03-22,Karlsruher SC,3-1,Hamburger SV
8333,24,1996-03-22,TSV 1860 München,1-1,FC Schalke 04
8334,24,1996-03-23,Borussia Dortmund,6-0,Eintracht Frankfurt
8335,24,1996-03-23,SC Freiburg,2-0,1. FC Köln
8336,24,1996-03-23,1. FC Kaiserslautern,0-0,Werder Bremen
8337,24,1996-03-23,Bayer 04 Leverkusen,1-2,Bayern München
8338,24,1996-03-23,KFC Uerdingen,1-3,Fortuna Düsseldorf
8339,24,1996-03-24,Bor. Mönchengladbach,1-1,VfB Stuttgart
8340,24,1996-03-24,FC St. Pauli,3-2,Hansa Rostock
8341,25,1996-03-29,1. FC Köln,0-1,1. FC Kaiserslautern
8342,25,1996-03-29,Hamburger SV,0-0,KFC Uerdingen
8343,25,1996-03-30,Bayern München,1-0,Borussia Dortmund
8344,25,1996-03-30,Eintracht Frankfurt,0-2,Bor. Mönchengladbach
8345,25,1996-03-30,Hansa Rostock,1-1,Karlsruher SC
8346,25,1996-03-30,FC Schalke 04,3-0,SC Freiburg
8347,25,1996-03-30,VfB Stuttgart,1-1,FC St. Pauli
8348,25,1996-03-30,Werder Bremen,2-1,Bayer 04 Leverkusen
8349,25,1996-03-31,Fortuna Düsseldorf,1-1,TSV 1860 München
8350,21,1996-04-02,FC St. Pauli,2-1,Bayer 04 Leverkusen
8351,26,1996-04-04,1. FC Kaiserslautern,0-0,FC Schalke 04
8352,26,1996-04-04,VfB Stuttgart,1-1,Hansa Rostock
8353,26,1996-04-04,KFC Uerdingen,2-3,Karlsruher SC
8354,26,1996-04-06,Borussia Dortmund,1-1,Werder Bremen
8355,26,1996-04-06,SC Freiburg,1-1,Fortuna Düsseldorf
8356,26,1996-04-06,Bayer 04 Leverkusen,1-2,1. FC Köln
8357,26,1996-04-06,TSV 1860 München,5-0,Hamburger SV
8358,26,1996-04-06,FC St. Pauli,2-1,Eintracht Frankfurt
8359,26,1996-04-07,Bor. Mönchengladbach,3-1,Bayern München
8360,27,1996-04-09,Eintracht Frankfurt,2-2,VfB Stuttgart
8361,27,1996-04-09,1. FC Köln,0-0,Borussia Dortmund
8362,27,1996-04-09,Hansa Rostock,1-0,KFC Uerdingen
8363,27,1996-04-09,Karlsruher SC,1-1,TSV 1860 München
8364,27,1996-04-09,FC Schalke 04,1-1,Bayer 04 Leverkusen
8365,27,1996-04-10,Bayern München,1-1,FC St. Pauli
8366,27,1996-04-10,Fortuna Düsseldorf,2-1,1. FC Kaiserslautern
8367,27,1996-04-10,Hamburger SV,0-0,SC Freiburg
8368,27,1996-04-10,Werder Bremen,2-0,Bor. Mönchengladbach
8369,28,1996-04-12,Eintracht Frankfurt,1-3,Hansa Rostock
8370,28,1996-04-12,TSV 1860 München,2-1,KFC Uerdingen
8371,28,1996-04-13,Borussia Dortmund,0-0,FC Schalke 04
8372,28,1996-04-13,SC Freiburg,0-3,Karlsruher SC
8373,28,1996-04-13,1. FC Kaiserslautern,1-2,Hamburger SV
8374,28,1996-04-13,Bor. Mönchengladbach,2-1,1. FC Köln
8375,28,1996-04-13,FC St. Pauli,1-2,Werder Bremen
8376,28,1996-04-13,VfB Stuttgart,0-1,Bayern München
8377,28,1996-04-14,Bayer 04 Leverkusen,0-0,Fortuna Düsseldorf
8378,19,1996-04-16,Bor. Mönchengladbach,1-1,1. FC Kaiserslautern
8379,23,1996-04-17,Hansa Rostock,2-0,Hamburger SV
8380,29,1996-04-19,Karlsruher SC,0-0,1. FC Kaiserslautern
8381,29,1996-04-19,KFC Uerdingen,3-1,SC Freiburg
8382,29,1996-04-20,Bayern München,1-1,Eintracht Frankfurt
8383,29,1996-04-20,Fortuna Düsseldorf,1-2,Borussia Dortmund
8384,29,1996-04-20,1. FC Köln,1-0,FC St. Pauli
8385,29,1996-04-20,Hansa Rostock,0-3,TSV 1860 München
8386,29,1996-04-20,Werder Bremen,2-2,VfB Stuttgart
8387,29,1996-04-21,FC Schalke 04,3-3,Bor. Mönchengladbach
8388,29,1996-04-24,Hamburger SV,2-2,Bayer 04 Leverkusen
8389,30,1996-04-26,1. FC Kaiserslautern,3-0,KFC Uerdingen
8390,30,1996-04-26,FC St. Pauli,2-0,FC Schalke 04
8391,30,1996-04-27,Bayern München,0-1,Hansa Rostock
8392,30,1996-04-27,Borussia Dortmund,1-1,Hamburger SV
8393,30,1996-04-27,Eintracht Frankfurt,1-0,Werder Bremen
8394,30,1996-04-27,SC Freiburg,1-0,TSV 1860 München
